participant_id,word,order,cluster_id,category
6E,tiger,2,2,african
6E,cat,3,3,pets
6E,fish,4,4,fish
6E,giraffe,5,5,african
6E,elephant,6,5,african
6E,monkey,7,5,african
6E,gorilla,8,5,african
6E,parrot,9,6,pets
6E,alligator,10,7,reptileamphibian
6E,squirrel,11,8,northamerican
6E,hedgehog,12,8,insectivores
6E,pigeon,13,9,bird
7E,tiger,1,1,african
7E,giraffe,2,1,african
7E,lion,3,1,african
7E,dog,4,2,pets
7E,cat,5,2,pets
7E,cheetah,6,3,african
7E,koala,7,4,australian
7E,monkey,8,5,african
7E,gorilla,9,5,african
8E,cat,1,1,pets
8E,dog,2,1,pets
8E,snake,3,2,farm
8E,pig,4,2,farm
8E,cow,5,2,farm
8E,sheep,6,2,farm
8E,tiger,7,3,african
8E,lion,8,3,african
8E,elephant,9,3,african
8E,rhinoceros,10,3,african
8E,polarbear,11,4,arctic
8E,chameleon,12,5,african
8E,crocodile,13,5,reptileamphibian
8E,alligator,14,5,reptileamphibian
8E,bird,15,6,bird
8E,fish,16,7,fish
8E,shark,17,7,fish
9E,gecko,1,1,reptileamphibian
9E,lizard,2,1,reptileamphibian
9E,cat,3,2,pets
9E,dog,4,2,pets
9E,cow,5,3,farm
9E,pig,6,3,farm
9E,sheep,7,3,farm
9E,chicken,8,3,farm
9E,duck,9,3,bird
9E,leopard,10,4,african
9E,parrot,11,5,pets
9E,monkey,12,6,african
9E,lion,13,6,african
9E,tiger,14,6,african
9E,flamingo,15,7,bird
9E,capybara,16,8,rodents
